STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD,CF_Q,CF_Y,VS_Q,VS_Y
2040,DaGiayVietNam,CTCP Da Giầy Việt Nam,,OTC,0,False,False,False,False
2041,DaichiLife,Công ty TNHH Bảo hiểm Nhân thọ Dai-ichi Việt Nam,Bảo hiểm,Khác,0,False,False,False,False
2042,DaiMo,CTCP Cơ khí Xây dựng Đại Mỗ,,OTC,0,False,False,False,False
2043,DaiNam,Văn Phòng Thám Tử Điều Tra - Theo Dõi Đại Nam,,Khác,0,False,False,False,False
2044,DaiNamAudit,Công ty TNHH Kiểm toán và Giải pháp Công nghệ Thông tin Đại Nam,,Khác,0,False,False,False,False
2045,DaiTinAudit,Công ty TNHH Kiểm toán Đại Tín,,Khác,0,False,False,False,False
2046,DAKC,Công ty Liên doanh TNHH Phát triển Đô thị mới An Khánh,,Khác,0,False,False,False,False
2047,DALC,Công ty TNHH Đầu tư và Phát triển Bất động sản Đại Hùng,,Khác,0,False,False,False,False
2048,DaNangXD,CTCP Xây dựng Công trình Giao thông Đà Nẵng,,OTC,0,False,False,False,False
2049,DANATEX,CTCP Dệt Hòa Khánh - Đà Nẵng,,OTC,0,False,False,False,False
2050,DAP,CTCP Đông Á,Nguyên vật liệu,OTC,1680000,False,False,False,False
2051,DAR,CTCP Xe lửa Dĩ An,Dịch vụ chuyên biệt và thương mại,OTC,6500000,False,False,False,False
2052,DaTayDo,CTCP Da Tây Đô,,OTC,0,False,False,False,False
2053,DATC,Công ty TNHH Mua Bán Nợ Việt Nam,,Khác,0,False,False,False,False
2054,DatVang,CTCP Sông Đà - Đất Vàng,,OTC,0,False,False,False,False
2055,DauTuHaNoi,CTCP Thương mại và Đầu tư TIC Hà Nội,,OTC,0,False,False,False,False
2056,DBCC,Tổng công ty Đông Bắc - Bộ Quốc Phòng,,Khác,0,False,False,False,False
2057,DBF,CTCP Lương thực Đông Bắc,Bán lẻ thực phẩm và nhu yếu phẩm,OTC,3679200,False,False,False,False
2058,DBH,CTCP Đường bộ Hải Phòng,Tư liệu sản xuất,OTC,2200000,False,False,False,False
2059,DBIC,Công ty TNHH MTV Đầu tư và Phát triển DB,,Khác,0,False,False,False,False
2060,DBJC,CTCP Điện Biên,,Khác,0,False,False,False,False
2061,DBW,CTCP Cấp nước Điện Biên,Dịch vụ tiện ích,OTC,39320100,False,False,False,False
2062,DCAC,CTCP Tập đoàn Đèo Cả,,Khác,0,False,False,False,False
2063,DCC,CTCP Xây dựng Công nghiệp (DESCON),Tư liệu sản xuất,OTC,10300000,False,False,False,False
2064,DCCC,CTCP Địa Cầu,,Khác,0,False,False,False,False
2065,DCD,CTCP Du lịch và Thương mại DIC,Dịch vụ tiêu dùng,Khác,11294323,False,False,False,False
2066,DCHY,Công ty TNHH Đầu tư Dream City Villas Hưng Yên,,Khác,0,False,False,False,False
2067,DCI,CTCP Công nghiệp Hóa chất Đà Nẵng,Nguyên vật liệu,OTC,2412518,False,False,False,False
2068,DCPA,Công ty TNHH Tư vấn DCPA,,Khác,0,False,False,False,False
2069,DCTC,Công ty TNHH DCT Partners Việt Nam,,Khác,0,False,False,False,False
2070,DDCC,CTCP Đầu tư Bất động sản Đông Dương,,Khác,0,False,False,False,False
2071,DDS,CTCP Chứng khoán AIS,Dịch vụ tài chính,OTC,3000000,False,False,False,False
2072,Deloitte,Công ty TNHH Deloitte Việt Nam,,Khác,0,False,False,False,False
2073,DeltaAgf,CTCP Đầu tư và Xây dựng Delta AGF,,OTC,5691644,False,False,False,False
2074,DeltaCorp,CTCP Đầu tư Châu Thổ,,OTC,0,False,False,False,False
2075,DeltaTower,CTCP Cảnh Hưng Hải Thành,,OTC,24000000,False,False,False,False
2076,DetHaDong,CTCP Dệt Hà Đông,,OTC,1300000,False,False,False,False
2077,DetPhongPhu,CTCP Dệt vải Phong Phú,,OTC,0,False,False,False,False
2078,DetVinhPhu,CTCP Dệt Vĩnh Phú,,OTC,0,False,False,False,False
2079,DeutscheBank,Ngân hàng Deutsche Việt Nam,Tổ chức tín dụng,Khác,0,False,False,False,False
2080,DFK,Công ty TNHH Kiểm toán DFK Việt Nam,,Khác,0,False,False,False,False
2081,DFS,CTCP Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai,"Thực phẩm, đồ uống và thuốc lá",OTC,22500000,False,False,False,False
2082,DFVN,Công ty TNHH MTV Quản lý Quỹ Dai-Ichi Life Việt Nam,,Khác,0,False,False,False,False
2083,DGL,CTCP Hóa chất Đức Giang - Lào Cai,Nguyên vật liệu,Khác,99785463,False,False,False,False
2084,DHAC,Công ty TNHH MTV Đầu tư DHA,,Khác,0,False,False,False,False
2085,DHCC,CTCP Thủy điện Đakđrinh,,Khác,0,False,False,False,False
2086,DHI,CTCP In Diên Hồng,Dịch vụ chuyên biệt và thương mại,Khác,2628042,False,False,False,False
2087,DHL,CTCP Cơ khí Vận tải Thương mại Đại Hưng,Nguyên vật liệu,Khác,5500000,False,False,False,False
2088,DIAOC3,CTCP Xây dựng và Kinh doanh Địa Ốc III,,OTC,0,False,False,False,False
2089,DIAOC8,CTCP Địa ốc 8,,Khác,0,False,False,False,False
2090,DiaOcGiaDinh,CTCP Đầu tư Địa ốc Gia Định,,OTC,0,False,False,False,False
2091,DiaOcXanh,Công ty TNHH Đầu tư Kinh doanh và Phát triển Thương mại Địa Ốc Xanh,,Khác,0,False,False,False,False
2092,DIC1,CTCP Xây dựng Đô thị và Khu công nghiệp,,OTC,2000000,False,False,False,False
2093,DICC,Công ty TNHH Dynamic Innovation,,Khác,0,False,False,False,False
2094,DICThanhBinh,CTCP Đầu tư Phát triển Xây dựng Thanh Bình,,OTC,500000,False,False,False,False
2095,DienLucDaNang,CTCP Thủy điện Điện Lực Đà Nẵng,,OTC,0,False,False,False,False
2096,DienNuocHaNoi,CTCP Xây dựng Lắp máy Điện nước Hà Nội,,OTC,0,False,False,False,False
2097,DienThuBon,CTCP Thủy điện Thu Bồn,,OTC,0,False,False,False,False
2098,Diginet,CTCP Định Gia Nét,,OTC,1500000,False,False,False,False
2099,DinhThien,Công Ty TNHH Thương mại Dịch vụ Kỹ thuật Đỉnh Thiên,,Khác,0,False,False,False,False
2100,DJCC,CTCP Thủy điện Đakrông,,Khác,0,False,False,False,False
2101,DKDC,Công ty TNHH Du lịch Khách sạn Đông Á,,Khác,0,False,False,False,False
2102,DKH,Trung tâm Đăng kiểm phương tiện Giao thông Thủy bộ,Dịch vụ chuyên biệt và thương mại,OTC,212036,False,False,False,False
2103,DKHC,CTCP Đầu tư Danh khôi Holdings,,Khác,0,False,False,False,False
2104,DKKC,CTCP Tập đoàn Dekko,,Khác,0,False,False,False,False
2105,DKP,CTCP Dược Khoa,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,3003910,False,False,False,False
2106,DKSC,CTCP Đầu tư Bất động sản Danh Khôi Sài Gòn,,Khác,0,False,False,False,False
2107,DLAC,CTCP Đầu tư và Xây dựng Kiên Trung,,Khác,0,False,False,False,False
2108,DLBD,CTCP Du lịch Bưu điện,,OTC,0,False,False,False,False
2109,DLC,CTCP Du lịch Cần Thơ,Dịch vụ tiêu dùng,OTC,4780080,False,False,False,False
2110,DLCC,Công ty TNHH Đầu tư và Phát triển Đô thị Đắk Lắk,,Khác,0,False,False,False,False
2111,DLM,CTCP Chiếu sáng công cộng Đà Nẵng,Tư liệu sản xuất,OTC,1160250,False,False,False,False
2112,DLTC,CTCP Du Lịch Lâm Đồng,,Khác,0,False,False,False,False
2113,DLTHUDUC,Công ty TNHH MTV Dịch vụ Du lịch Thủ Đức,,Khác,0,False,False,False,False
2114,DLV,CTCP Du lịch Việt Nam - VITOURS,Dịch vụ tiêu dùng,OTC,0,False,False,False,False
2115,DLVC,Công ty TNHH Bất động sản Đà Lạt Valley,,Khác,0,False,False,False,False
2116,DLX,CTCP Delex Việt Nam,,OTC,0,False,False,False,False
2117,DMDC,CTCP Quản lý Tài sản Pyxis,,Khác,0,False,False,False,False
2118,DMH,CTCP Dược Minh Hải,,OTC,2500000,False,False,False,False
2119,DMIC,Công ty TNHH Đầu tư Xuất nhập khẩu Tổng hợp Đức Mai,,Khác,0,False,False,False,False
2120,DMTC,CTCP Khoan và Dịch vụ Kỹ thuật Khai thác Mỏ,,OTC,0,False,False,False,False
2121,DNB,CTCP Sách và Thiết bị trường học tỉnh Đắk Nông,Phân phối và bán lẻ hàng lâu bền,OTC,1447554,False,False,False,False
2122,DNCC,CTCP Đại Nam,,Khác,0,False,False,False,False
2123,DNF,CTCP Lương thực Đà Nẵng,"Thực phẩm, đồ uống và thuốc lá",OTC,5000000,False,False,False,False
2124,DNG,CTCP Lắp máy Điện nước và Xây dựng,,OTC,0,False,False,False,False
2125,DNPAudit,Công ty TNHH Kiểm toán - Tư vấn Tài chính D.N.P,,Khác,0,False,False,False,False
2126,DNR,CTCP Đường sắt Quảng Nam - Đà Nẵng,Vận tải,OTC,1577500,False,False,False,False
2127,DNS,CTCP Thép Đà Nẵng,Nguyên vật liệu,OTC,21600000,False,False,False,False
2128,DNTD,CTCP Thiết kế Viễn thông Tin học Đà Nẵng,,OTC,0,False,False,False,False
2129,DNV,CTCP Thương mại Dịch vụ VDA Đà Nẵng,,OTC,8100000,False,False,False,False
2130,DNY,CTCP Thép DANA - Ý,Nguyên vật liệu,OTC,26999517,False,False,False,False
2131,Donatraco,CTCP Sản xuất Thương mại Dịch vụ Đồng Nai,,OTC,0,False,False,False,False
2132,DongACapital,Công ty TNHH Quản lý Quỹ đầu tư Chứng khoán Đông Á,,Khác,0,False,False,False,False
2133,DongAnhSteel,CTCP Kết cấu Thép Xây dựng,,OTC,0,False,False,False,False
2134,DongASecurities,Công ty TNHH MTV Chứng khoán Ngân hàng Đông Á,Dịch vụ tài chính,Khác,50000000,False,False,False,False
2135,DongDuong,Công ty TNHH Kiểm toán Đông Dương,,Khác,0,False,False,False,False
2136,DongLong,Công ty TNHH Vận tải biển Đông Long,,Khác,0,False,False,False,False
2137,DongNam,Công ty TNHH Kiểm toán Đông Nam,,Khác,0,False,False,False,False
2138,DongPhuongAudit,Công ty TNHH Tư vấn Tài chính và Kiểm toán Đông Phương,,Khác,0,False,False,False,False
2139,DongTam,CTCP Đồng Tâm,,OTC,0,False,False,False,False
2140,DongTauAnPhu,CTCP Đóng Tàu An Phú,,OTC,0,False,False,False,False
2141,DongThang,Công ty TNHH Kiểm toán Đồng Thắng,,Khác,0,False,False,False,False
2142,DongThapTourist,CTCP Du lịch Đồng Tháp,,OTC,0,False,False,False,False
2143,DongTien,CTCP Đồng Tiến,,OTC,0,False,False,False,False
2144,DongXanh,CTCP Đồng Xanh,,OTC,0,False,False,False,False
2145,DoThi18,CTCP Đầu tư Hạ tầng 18,,OTC,0,False,False,False,False
2146,DothiGialai,CTCP Công trình Đô thị Gia Lai,,OTC,0,False,False,False,False
2147,DoThiGiaLam,CTCP Môi trường Đô thị Gia Lâm,,Khác,0,False,False,False,False
2148,DPD,CTCP Cao su Đồng Phú - Đắk Nông,Nguyên vật liệu,Khác,12000000,False,False,False,False
2149,DPHC,CTCP Đại Phú Hòa,,Khác,0,False,False,False,False
2150,DPJC,CTCP Đầu tư Xây Dựng Đại Thịnh Phát,,Khác,0,False,False,False,False
2151,DPLC,Công ty TNHH Điền Phát Land,,Khác,0,False,False,False,False
2152,DPQC,CTCP Đầu tư và Phát triển Du lịch Phú Quốc,,Khác,0,False,False,False,False
2153,DPWC,CTCP Đầu Tư Ngành nước DNP,,Khác,0,False,False,False,False
2154,DRGC,CTCP Đầu Tư và Du lịch Vạn Hương,,Khác,0,False,False,False,False
2155,DSS,CTCP Đường sắt Sài Gòn,Vận tải,OTC,2045000,False,False,False,False
2156,DSV,CTCP Đường sắt Vĩnh Phú,Vận tải,OTC,1229579,False,False,False,False
2157,DSVN,Tổng Công ty Đường sắt Việt Nam,,Khác,0,False,False,False,False
2158,DT319,CTCP Đầu tư và Thương mại 319,,OTC,0,False,False,False,False
2159,DT4,CTCP Quản Lý Đường Sông Số 4,Phân phối và bán lẻ hàng lâu bền,OTC,1160000,False,False,False,False
2160,DTAC,Công ty TNHH Quản lý Đầu tư Thiên An,,Khác,0,False,False,False,False
2161,DTAFC,CTCP Đầu tư AFC,,Khác,0,False,False,False,False
2162,DTCC,CTCP Kinh doanh Đá quý và Trang sức Đức Tiến,,Khác,0,False,False,False,False
2163,DTF,CTCP Thực phẩm và Nước giải khát Dona New Tower,,OTC,10723266,False,False,False,False
2164,DTJC,CTCP Địa ốc Downtown,,Khác,0,False,False,False,False
2165,DTLAuditing,Công ty TNHH Kiểm toán D.T.L,,Khác,0,False,False,False,False
2166,DTN,CTCP Diêm Thống Nhất,Đồ gia dụng và cá nhân,OTC,2200000,False,False,False,False
2167,DTRC,CTCP Đầu tư Phát triển Bất động sản Đô Thành,,Khác,0,False,False,False,False
2168,DTS,CTCP Dịch vụ Du lịch Đà Lạt,,OTC,10450000,False,False,False,False
2169,DTSC,CTCP Chứng khoán Delta,Dịch vụ tài chính,OTC,4000000,False,False,False,False
2170,DTSX,CTCP Quan hệ Quốc tế - Đầu tư Sản xuất,,Khác,0,False,False,False,False
2171,DTV,CTCP Phát triển Điện Trà Vinh,Dịch vụ tiện ích,OTC,5280000,False,False,False,False
2172,DucAnhAudit,Công ty TNHH Kiểm toán Quốc tế Đức - Anh,,Khác,0,False,False,False,False
2173,DucKhai,Công ty TNHH Thương mại Thiết bị Điện Đức Khải,,Khác,0,False,False,False,False
2174,DucTanLong,CTCP Đúc Tân Long - Constrexim,,OTC,0,False,False,False,False
2175,DuLichDaNang,CTCP Du lịch Đà Nẵng,,OTC,0,False,False,False,False
2176,DULICHKHANHHOA,CTCP Du lịch Khánh Hòa,,OTC,0,False,False,False,False
2177,DuLichTaCu,CTCP Du lịch Núi Tà Cú,,OTC,0,False,False,False,False
2178,DuLichThanhBinh,CTCP Du lịch Thanh Bình,,OTC,0,False,False,False,False
2179,DuLichThanhHoa,CTCP Du lịch Thanh Hóa,,OTC,0,False,False,False,False
2180,DuLichThuongMai,CTCP Du lịch và Thương mại Vinacomin,,OTC,0,False,False,False,False
2181,DuocBaoChau,CTCP Tập đoàn Dược Bảo Châu,,OTC,0,False,False,False,False
2182,DuocDomedic,CTCP Y Dược Domedic,,OTC,0,False,False,False,False
2183,DuocICA,CTCP Công nghệ sinh học Dược phẩm ICA,,OTC,0,False,False,False,False
2184,DuocLieuTW2,CTCP Dược Liệu Trung ương 2,,OTC,2800000,False,False,False,False
2185,DuocNamHa,CTCP Dược phẩm Nam Hà,,OTC,0,False,False,False,False
2186,DuocPham32,CTCP Dược phẩm 3/2,,OTC,0,False,False,False,False
2187,DuocTanPhat,CTCP Dược - Trang Thiết bị Y Tế Tân Phát,,OTC,3600000,False,False,False,False
2188,DuocYenBai,CTCP Dược phẩm Yên Bái,,OTC,0,False,False,False,False
2189,DuongBo234,CTCP Quản Lý và Xây dựng Đường bộ 234,,OTC,0,False,False,False,False
2190,DuongBoDakLak,Công ty TNHH MTV Quản Lý và Sửa Chữa Đường bộ Đắk Lắk,,Khác,0,False,False,False,False
2191,DuongCanTho,CTCP Mía đường Cần Thơ,,OTC,13080547,False,False,False,False
2192,DuongLaNga,CTCP Mía đường La Ngà,,OTC,0,False,False,False,False
2193,DuongSatPhiaNam,CTCP Đường sắt Phía Nam,,OTC,0,False,False,False,False
2194,DuongSocTrang,CTCP Mía đường Sóc Trăng,,OTC,0,False,False,False,False
2195,DuyHoang07,CTCP Duy Hoàng 07,,OTC,0,False,False,False,False
2196,DVCC,CTCP Thương mại và Dịch vụ Danh Việt,,Khác,0,False,False,False,False
2197,DVCCBinhDuong,CTCP Xây dựng và Dịch vụ Công Cộng Bình Dương,,OTC,0,False,False,False,False
2198,DVD,CTCP Dược phẩm Viễn Đông,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",Khác,11910000,False,False,False,False
2199,DVH,CTCP Chế tạo Máy điện Việt Nam - Hungari,Dịch vụ chuyên biệt và thương mại,Khác,11000000,False,False,False,False
2200,DVLC,CTCP Bất động sản Dragon Village,,Khác,0,False,False,False,False
2201,DVPC,CTCP Tập đoàn Vàng bạc Đá quý DOJI,,Khác,0,False,False,False,False
2202,DVRC,Công ty TNHH Đầu tư và Bất động sản Diên Vĩ,,Khác,0,False,False,False,False
2203,DVSC,CTCP Chứng khoán Đại Việt,Dịch vụ tài chính,OTC,25000000,False,False,False,False
2204,DVTC,Công ty TNHH Đức Việt,,Khác,0,False,False,False,False
2205,DVVTKHANHHOA,CTCP Khai thác Bến xe và Dịch vụ Vận tải Khánh Hòa,,OTC,0,False,False,False,False
2206,DX2,CTCP Đầu tư và Xây dựng 319.2,Tư liệu sản xuất,OTC,4950000,False,False,False,False
2207,DXD,CTCP Đầu tư và Phát triển Xây lắp Đông Anh,Tư liệu sản xuất,OTC,1019700,False,False,False,False
2208,DXMC,CTCP Dịch vụ và Địa ốc Đất Xanh Miền Bắc,,Khác,0,False,False,False,False
2209,DXTC,CTCP Đất Xanh Miền Trung,,Khác,0,False,False,False,False
2210,EAD,CTCP Thủy điện Điện lực Đắk Lắk,Dịch vụ tiện ích,OTC,2877800,False,False,False,False
2211,EasternAudit,Công ty TNHH Kiểm toán Phương Đông,,Khác,0,False,False,False,False
2212,EBA,CTCP Điện Bắc Nà,Dịch vụ tiện ích,OTC,15500000,False,False,False,False
2213,ECC,CTCP Chứng khoán Eurocapital,Dịch vụ tài chính,OTC,15000000,False,False,False,False
2214,ECHC,CTCP Encapital Holdings,,Khác,0,False,False,False,False
2215,ECOC,CTCP Đầu tư Nước sạch và Môi trường Eco&More,,Khác,0,False,False,False,False
2216,ECOVIS,Công ty TNHH ECOVIS STT Việt Nam,,Khác,0,False,False,False,False
2217,ECPC,CTCP Tập đoàn Ecopark,,Khác,0,False,False,False,False
2218,Eden,CTCP Ê Đen,,OTC,0,False,False,False,False
2219,EDIC,CTCP Đầu tư và Phát triển Năng lượng Trung Nam,,Khác,0,False,False,False,False
2220,EDL-Gen,Công ty Phát Điện Lào,,Lào,1226216765,False,False,False,False
2221,EDOC,Công ty TNHH ENDO Việt Nam,,Khác,0,False,False,False,False
2222,EDX,CTCP Tập đoàn EDX,,OTC,20612000,False,False,False,False
2223,EGSC,CTCP Đầu tư và Phát triển Eagle Side,,Khác,0,False,False,False,False
2224,EHTC,Công ty TNHH Đầu tư Bất động sản Du lịch Hoàng Trường,,Khác,0,False,False,False,False
2225,EIFMC,Công ty TNHH Quản lý Quỹ Eastspring Investments,,Khác,2500000,False,False,False,False
2226,EIGC,CTCP Tập đoàn Hạ tầng Giáo dục,,Khác,0,False,False,False,False
2227,EIPC,Công ty TNHH Đầu tư Phát triển Khu công nghiệp EIP,,Khác,0,False,False,False,False
2228,EJung,Công ty TNHH Kiểm toán E-JUNG,,Khác,0,False,False,False,False
2229,ELINCO,CTCP Điện tử Tin học Hóa chất,,OTC,0,False,False,False,False
2230,EMC,CTCP Cơ điện Thủ Đức,Tư liệu sản xuất,OTC,15297333,False,False,False,False
2231,ENF,Quỹ đầu tư Năng động Eastspring Investments Việt Nam,,OTC,6831564,False,False,False,False
2232,ENOC,CTCP Năng Lượng Đại Dương,,Khác,0,False,False,False,False
2233,ENTC,CTCP Đầu tư Du lịch Eurowindow Nha Trang,,Khác,0,False,False,False,False
2234,ErnstYoung,Công ty TNHH Ernst & Young Việt Nam,,Khác,0,False,False,False,False
2235,ES1C,CTCP Ea Súp 1,,Khác,0,False,False,False,False
2236,ES2C,CTCP Ea Súp 2,,Khác,0,False,False,False,False
2237,ES3C,CTCP Ea Súp 3,,Khác,0,False,False,False,False
2238,ES5C,CTCP Ea Súp 5,,Khác,0,False,False,False,False
2239,ETCC,CTCP Cáp và Thiết bị Viễn Thông,,OTC,0,False,False,False,False
2240,EUEC,CTCP Xử lý rác thải và Năng lượng EU,,Khác,0,False,False,False,False
2241,Eurowindow,CTCP Cửa sổ Nhựa Châu Âu,,OTC,76500000,False,False,False,False
2242,EVN,Tập đoàn Điện lực Việt Nam,,Khác,0,False,False,False,False
2243,EWHC,CTCP Eurowindow Holding,,Khác,0,False,False,False,False
2244,Eximland,CTCP Bất động sản Exim,,OTC,0,False,False,False,False
2245,EYvn,Công ty TNHH Ernst & Young Việt Nam,,Khác,0,False,False,False,False
2246,F88,CTCP Đầu tư F88,,OTC,0,False,False,False,False
2247,F88C,CTCP Kinh doanh F88,,Khác,0,False,False,False,False
2248,FAC,Công ty TNHH Kiểm toán FAC,,Khác,0,False,False,False,False
2249,FACOM,Công ty TNHH Kiểm toán và Tư vấn Tài chính Việt Nam,,Khác,0,False,False,False,False
2250,FADACO,Công ty TNHH Kiểm toán và Tư vấn Đầu tư Tài chính Châu Á,,Khác,0,False,False,False,False
2251,Falcon,CTCP Vận tải Dầu khí Việt Nam,,OTC,0,False,False,False,False
2252,FanansaFund,Công ty Quản lý Quỹ Finansa,,Khác,0,False,False,False,False
2253,FBT,CTCP Xuất nhập khẩu Lâm Thủy sản Bến Tre,"Thực phẩm, đồ uống và thuốc lá",OTC,15000000,False,False,False,False
