STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
278,CTW,CTCP Cấp thoát nước Cần Thơ,Dịch vụ tiện ích,UPCoM,28000000
279,CTX,Tổng Công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,Phát triển và quản lý bất động sản,UPCoM,78907276
280,CVN,CTCP Vinam,"Thực phẩm, đồ uống và thuốc lá",HNX,29699991
281,CVT,CTCP CMC,Nguyên vật liệu,HOSE,36690887
282,CX8,CTCP Đầu tư và Xây lắp Constrexim Số 8,Tư liệu sản xuất,HNX,2553771
283,CYC,CTCP Gạch men Chang Yih,Nguyên vật liệu,UPCoM,1990530
284,D11,CTCP Địa ốc 11,Phát triển và quản lý bất động sản,HNX,7338138
285,D2D,CTCP Phát triển Đô thị Công nghiệp số 2,Phát triển và quản lý bất động sản,HOSE,30304758
286,DAC,CTCP 382 Đông Anh,Nguyên vật liệu,UPCoM,1004974
287,DAD,CTCP Đầu tư và Phát triển Giáo dục Đà Nẵng,Truyền thông và giải trí,HNX,5000000
288,DAE,CTCP Sách Giáo dục tại Thành phố Đà Nẵng,Truyền thông và giải trí,HNX,1925658
289,DAG,CTCP Tập đoàn Nhựa Đông Á,Tư liệu sản xuất,UPCoM,60314112
290,DAH,CTCP Tập đoàn Khách sạn Đông Á,Dịch vụ tiêu dùng,HOSE,84200000
291,DAN,CTCP Dược Danapha,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,20938000
292,DAS,CTCP Máy - Thiết bị Dầu khí Đà Nẵng,Phân phối và bán lẻ hàng lâu bền,UPCoM,4200000
293,DAT,CTCP Đầu tư du lịch và Phát triển Thủy sản,"Thực phẩm, đồ uống và thuốc lá",HOSE,69228341
294,DBC,CTCP Tập đoàn Dabaco Việt Nam,"Thực phẩm, đồ uống và thuốc lá",HOSE,334669145
295,DBD,CTCP Dược - Trang thiết bị Y tế Bình Định (BIDIPHAR),"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,93593847
296,DBM,CTCP Dược - Vật tư Y Tế Đăk Lăk,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,1941588
297,DBT,CTCP Dược phẩm Bến Tre,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,20530650
298,DC1,CTCP Đầu tư Phát triển Xây dựng Số 1,Tư liệu sản xuất,UPCoM,4504337
299,DC2,CTCP Đầu tư - Phát triển - Xây dựng (DIC) Số 2,Tư liệu sản xuất,HNX,10975650
300,DC4,CTCP Xây dựng DIC Holdings,Tư liệu sản xuất,HOSE,86623900
301,DCF,CTCP Xây dựng và Thiết kế Số 1,Tư liệu sản xuất,UPCoM,30000000
302,DCG,CTCP Tổng Công ty May Đáp Cầu,Hàng tiêu dùng và trang trí,UPCoM,6825000
303,DCH,CTCP Địa chính Hà Nội,Dịch vụ chuyên biệt và thương mại,UPCoM,2880000
304,DCL,CTCP Dược phẩm Cửu Long,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,73041030
305,DCM,CTCP Phân bón Dầu khí Cà Mau,Nguyên vật liệu,HOSE,529400000
306,DCR,CTCP Gạch men Cosevco,Nguyên vật liệu,UPCoM,6500000
307,DCS,CTCP Tập đoàn Đại Châu,Nguyên vật liệu,UPCoM,60310988
308,DCT,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,Nguyên vật liệu,UPCoM,27223647
309,DDB,CTCP Thương mại và Xây dựng Đông Dương,Nguyên vật liệu,UPCoM,12000000
310,DDG,CTCP Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Dịch vụ tiện ích,HNX,59839886
311,DDH,CTCP Đảm bảo Giao thông Đường thủy Hải Phòng,Vận tải,UPCoM,3600000
312,DDM,CTCP Hàng Hải Đông Đô,Vận tải,UPCoM,12244495
313,DDN,CTCP Dược và Thiết bị Y tế Đà Nẵng,Bán lẻ thực phẩm và nhu yếu phẩm,UPCoM,15349328
314,DDV,CTCP DAP - VINACHEM,Nguyên vật liệu,UPCoM,146109900
315,DFC,CTCP Xích líp Đông Anh,Xe và linh kiện,UPCoM,11400000
316,DFF,CTCP Tập đoàn Đua Fat,Tư liệu sản xuất,UPCoM,80000000
317,DGC,CTCP Tập đoàn Hóa chất Đức Giang,Nguyên vật liệu,HOSE,379779286
318,DGT,CTCP Công trình Giao thông Đồng Nai,Nguyên vật liệu,UPCoM,79000000
319,DGW,CTCP Thế Giới Số,Phân phối và bán lẻ hàng lâu bền,HOSE,219320169
320,DHA,CTCP Hóa An,Nguyên vật liệu,HOSE,15119946
321,DHB,CTCP Phân đạm và Hóa chất Hà Bắc,Nguyên vật liệu,UPCoM,272200000
322,DHC,CTCP Đông Hải Bến Tre,Nguyên vật liệu,HOSE,80493048
323,DHD,CTCP Dược Vật tư Y tế Hải Dương,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,27947317
324,DHG,CTCP Dược Hậu Giang,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,130746071
325,DHM,CTCP Thương mại và Khai thác Khoáng sản Dương Hiếu,Nguyên vật liệu,HOSE,34535699
326,DHN,CTCP Dược phẩm Hà Nội,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,6290900
327,DHP,CTCP Điện cơ Hải Phòng,Hàng tiêu dùng và trang trí,HNX,9492200
328,DHT,CTCP Dược phẩm Hà Tây,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,82341773
329,DIC,CTCP Đầu tư và Thương mại DIC,Nguyên vật liệu,UPCoM,26585840
330,DID,CTCP DIC - Đồng Tiến,Nguyên vật liệu,UPCoM,15622552
331,DIG,Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng,Phát triển và quản lý bất động sản,HOSE,609851995
332,DIH,CTCP Đầu tư Phát triển Xây dựng - Hội An,Tư liệu sản xuất,HNX,6879164
333,DKC,CTCP Chợ Lạng Sơn,Phát triển và quản lý bất động sản,UPCoM,2288540
334,DKG,CTCP Vôi công nghiệp DLH,Nguyên vật liệu,UPCoM,14375000
335,DKW,CTCP Cấp nước sinh hoạt Châu Thành,Dịch vụ tiện ích,UPCoM,4378120
336,DL1,CTCP Tập đoàn Alpha Seven,Dịch vụ tiện ích,HNX,106236094
337,DLD,CTCP Du lịch Đắk Lắk,Dịch vụ tiêu dùng,UPCoM,9307415
338,DLG,CTCP Tập đoàn Đức Long Gia Lai,Công nghệ phần cứng và thiết bị,HOSE,299309720
339,DLR,CTCP Địa ốc Đà Lạt,Tư liệu sản xuất,UPCoM,4500000
340,DLT,CTCP Du lịch và Thương mại - Vinacomin,Tư liệu sản xuất,UPCoM,2500056
341,DM7,CTCP Dệt May 7,Hàng tiêu dùng và trang trí,UPCoM,15411100
342,DMC,CTCP Xuất nhập khẩu Y Tế Domesco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,34727465
343,DMN,CTCP Domenal,"Thực phẩm, đồ uống và thuốc lá",UPCoM,12500000
344,DMS,CTCP Hóa phẩm Dầu khí DMC - Miền Nam,Nguyên vật liệu,UPCoM,4000000
345,DNA,CTCP Điện Nước An Giang,Dịch vụ tiện ích,UPCoM,56329567
346,DNC,CTCP Điện Nước Lắp máy Hải Phòng,Dịch vụ tiện ích,HNX,8027780
347,DND,CTCP Đầu tư Xây dựng và Vật liệu Đồng Nai,Nguyên vật liệu,UPCoM,12834000
348,DNE,CTCP Môi trường Đô thị Đà Nẵng,Dịch vụ tiện ích,UPCoM,5773600
349,DNH,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Dịch vụ tiện ích,UPCoM,422400000
350,DNL,CTCP Logistics Cảng Đà Nẵng,Vận tải,UPCoM,4310000
351,DNM,Tổng Công ty cổ phần Y tế DANAMECO,Dịch vụ và thiết bị chăm sóc sức khỏe,UPCoM,5253070
352,DNN,CTCP Cấp nước Đà Nẵng,Dịch vụ tiện ích,UPCoM,57964061
353,DNP,CTCP DNP Holding,Dịch vụ tiện ích,HNX,140974846
354,DNT,CTCP Du lịch Đồng Nai,Dịch vụ tiêu dùng,UPCoM,7459675
355,DNW,CTCP Cấp nước Đồng Nai,Dịch vụ tiện ích,UPCoM,120000000
356,DOC,CTCP Vật tư Nông Nghiệp Đồng Nai,Nguyên vật liệu,UPCoM,10000000
357,DOP,CTCP Vận tải Xăng dầu Đồng Tháp,Năng lượng,UPCoM,4719950
358,DP1,CTCP Dược phẩm Trung ương CPC1,Dịch vụ và thiết bị chăm sóc sức khỏe,UPCoM,20979000
359,DP2,CTCP Dược phẩm Trung ương 2,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,20000000
360,DP3,CTCP Dược phẩm Trung ương 3,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,21499933
361,DPC,CTCP Nhựa Đà Nẵng,Nguyên vật liệu,UPCoM,2237280
362,DPG,CTCP Tập đoàn Đạt Phương,Tư liệu sản xuất,HOSE,62999554
363,DPH,CTCP Dược phẩm Hải Phòng,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,3000000
364,DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,Nguyên vật liệu,HOSE,391400000
365,DPP,CTCP Dược Đồng Nai,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,3000010
366,DPR,CTCP Cao su Đồng Phú,Nguyên vật liệu,HOSE,86885932
367,DPS,CTCP Đầu tư Phát triển Sóc Sơn,Phân phối và bán lẻ hàng lâu bền,UPCoM,31085257
368,DQC,CTCP Tập đoàn Điện Quang,Tư liệu sản xuất,HOSE,34359416
369,DRC,CTCP Cao su Đà Nẵng,Xe và linh kiện,HOSE,118792605
370,DRG,CTCP Cao su Đắk Lắk,Nguyên vật liệu,UPCoM,1658400
371,DRH,CTCP DRH Holdings,Phát triển và quản lý bất động sản,HOSE,124353866
372,DRI,CTCP Đầu tư Cao su Đắk Lắk,Nguyên vật liệu,UPCoM,73200000
373,DRL,CTCP Thủy điện - Điện Lực 3,Dịch vụ tiện ích,HOSE,9500000
374,DS3,CTCP Quản lý Đường sông Số 3,Vận tải,HNX,10669730
375,DSC,CTCP Chứng khoán DSC,Dịch vụ tài chính,HOSE,204838925
376,DSD,CTCP DHC Suối Đôi,Dịch vụ tiêu dùng,UPCoM,47100000
377,DSE,CTCP Chứng khoán DNSE,Dịch vụ tài chính,HOSE,330000000
378,DSG,CTCP Kính Đáp Cầu,Tư liệu sản xuất,UPCoM,30000000
379,DSH,CTCP Đầu tư Hạ tầng Đông Sơn,Tư liệu sản xuất,UPCoM,10000000
380,DSN,CTCP Công viên nước Đầm Sen,Dịch vụ tiêu dùng,HOSE,12083009
381,DSP,CTCP Dịch vụ Du lịch Phú Thọ,Dịch vụ tiêu dùng,UPCoM,118684000
382,DST,CTCP Đầu tư Sao Thăng Long,Phân phối và bán lẻ hàng lâu bền,HNX,32300000
383,DTA,CTCP Đệ Tam,Phát triển và quản lý bất động sản,HOSE,18059832
384,DTB,CTCP Công trình Đô thị Bảo Lộc,Dịch vụ chuyên biệt và thương mại,UPCoM,1558248
385,DTC,CTCP Viglacera Đông Triều,Nguyên vật liệu,UPCoM,10000000
386,DTD,CTCP Đầu tư Phát triển Thành Đạt,Phát triển và quản lý bất động sản,HNX,57488785
387,DTE,CTCP Đầu tư Năng lượng Đại Trường Thành Holdings,Dịch vụ tiện ích,UPCoM,50725887
388,DTG,CTCP Dược phẩm Tipharco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,8352573
389,DTH,CTCP Dược Vật tư Y Tế Thanh Hóa,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,7471614
390,DTI,CTCP Đầu tư Đức Trung,Phát triển và quản lý bất động sản,UPCoM,13488800
391,DTK,Tổng Công ty Điện lực TKV - CTCP,Dịch vụ tiện ích,HNX,682767475
392,DTL,CTCP Đại Thiên Lộc,Nguyên vật liệu,HOSE,61435604
393,DTP,CTCP Dược phẩm CPC1 Hà Nội,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,16229042
394,DTT,CTCP Kỹ nghệ Đô Thành,Nguyên vật liệu,HOSE,8151820
395,DUS,CTCP Dịch vụ Đô thị Đà Lạt,Dịch vụ chuyên biệt và thương mại,UPCoM,5614300
396,DVC,CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng,Phân phối và bán lẻ hàng lâu bền,UPCoM,10793670
397,DVG,CTCP Đại Việt Group DVG,Nguyên vật liệu,UPCoM,28000000
398,DVM,CTCP Dược liệu Việt Nam,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,42779916
399,DVN,Tổng Công ty Dược Việt Nam - CTCP,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,237000000
400,DVP,CTCP Đầu tư và Phát triển Cảng Đình Vũ,Vận tải,HOSE,40000000
401,DVW,CTCP Dịch vụ và Xây dựng Cấp nước Đồng Nai,Dịch vụ tiện ích,UPCoM,2345000
402,DWC,CTCP Cấp nước Đắk Lắk,Dịch vụ tiện ích,UPCoM,20172800
403,DWS,CTCP Cấp nước và Môi trường đô thị Đồng Tháp,Dịch vụ tiện ích,UPCoM,25918130
404,DXG,CTCP Tập đoàn Đất Xanh,Phát triển và quản lý bất động sản,HOSE,872597469
405,DXL,CTCP Du Lịch và Xuất nhập khẩu Lạng Sơn,Dịch vụ tiêu dùng,UPCoM,3957900
406,DXP,CTCP Cảng Đoạn Xá,Nguyên vật liệu,HNX,59910133
407,DXS,CTCP Dịch vụ Bất động sản Đất Xanh,Phát triển và quản lý bất động sản,HOSE,579103124
408,DXV,CTCP VICEM Vật liệu Xây dựng Đà Nẵng,Nguyên vật liệu,HOSE,9900000
409,DZM,CTCP Cơ điện Dzĩ An,Tư liệu sản xuất,UPCoM,5395985
410,E12,CTCP Xây dựng Điện VNECO12,Tư liệu sản xuất,UPCoM,1200000
411,E1VFVN30,Quỹ ETF DCVFMVN30,Dịch vụ tài chính,HOSE,239200000
412,E29,CTCP Đầu tư Xây dựng và Kỹ thuật 29,Tư liệu sản xuất,UPCoM,5000000
413,EBS,CTCP Sách Giáo dục tại Thành phố Hà Nội,Truyền thông và giải trí,HNX,10219484
414,ECI,CTCP Tập Đoàn ECI,Truyền thông và giải trí,HNX,1860000
415,ECO,CTCP Nhựa sinh thái Việt Nam,Nguyên vật liệu,UPCoM,20000000
416,EFI,CTCP Đầu tư Tài chính Giáo dục,Dịch vụ chuyên biệt và thương mại,UPCoM,10880000
417,EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,Tổ chức tín dụng,HOSE,1868810607
418,EIC,CTCP EVN Quốc tế,Dịch vụ chuyên biệt và thương mại,UPCoM,36677145
419,EID,CTCP Đầu tư và Phát triển Giáo dục Hà Nội,Truyền thông và giải trí,HNX,15000000
420,EIN,CTCP Đầu tư - Thương mại - Dịch vụ Điện Lực,Dịch vụ tiêu dùng,UPCoM,45407161
421,ELC,CTCP Công Nghệ - Viễn Thông Elcom,Phần mềm và dịch vụ,HOSE,87453925
422,EME,CTCP Điện cơ,Nguyên vật liệu,UPCoM,3780298
423,EMG,CTCP Thiết bị Phụ Tùng Cơ Điện,Tư liệu sản xuất,UPCoM,3000000
424,EMS,Tổng Công ty Chuyển phát nhanh Bưu Điện - CTCP,Vận tải,UPCoM,20999440
425,EPC,CTCP Cà phê Ea Pốk,"Thực phẩm, đồ uống và thuốc lá",UPCoM,9388500
426,EPH,CTCP Dịch vụ Xuất bản Giáo dục Hà Nội,Truyền thông và giải trí,UPCoM,2500000
427,EVE,CTCP Everpia,Hàng tiêu dùng và trang trí,HOSE,41979773
428,EVF,Công ty Tài chính Cổ phần Điện lực,Tổ chức tín dụng,HOSE,760565802
429,EVG,CTCP Tập đoàn EverLand,Phát triển và quản lý bất động sản,HOSE,215249836
430,EVS,CTCP Chứng khoán Everest,Dịch vụ tài chính,HNX,164800618
431,FBA,CTCP Tập đoàn Quốc tế FBA,Phân phối và bán lẻ hàng lâu bền,UPCoM,3414900
432,FBC,CTCP Cơ khí Phổ Yên,Xe và linh kiện,UPCoM,3700000
433,FCC,CTCP Liên hợp Thực phẩm,Phát triển và quản lý bất động sản,UPCoM,5997040
434,FCM,CTCP Khoáng sản FECON,Nguyên vật liệu,HOSE,46226626
435,FCN,CTCP FECON,Tư liệu sản xuất,HOSE,157439005
436,FCS,CTCP Lương thực Thành phố Hồ Chí Minh,"Thực phẩm, đồ uống và thuốc lá",UPCoM,29450000
437,FDC,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Phát triển và quản lý bất động sản,HOSE,38629988
438,FGL,CTCP Cà phê Gia Lai,"Thực phẩm, đồ uống và thuốc lá",UPCoM,14676300
439,FHN,CTCP Xuất nhập khẩu Lương thực Thực phẩm Hà Nội,"Thực phẩm, đồ uống và thuốc lá",UPCoM,3000000
440,FHS,CTCP Phát hành Sách Thành phố Hồ Chí Minh,Phân phối và bán lẻ hàng lâu bền,UPCoM,12751462
441,FIC,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,Nguyên vật liệu,UPCoM,127000000
442,FID,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,Phân phối và bán lẻ hàng lâu bền,HNX,24715958
443,FIR,CTCP Địa ốc First Real,Phát triển và quản lý bất động sản,HOSE,64245281
444,FIT,CTCP Tập đoàn F.I.T,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,339933034
445,FLC,CTCP Tập đoàn FLC,Nguyên vật liệu,UPCoM,709997807
446,FMC,CTCP Thực phẩm Sao Ta,"Thực phẩm, đồ uống và thuốc lá",HOSE,65388889
447,FOC,CTCP Dịch vụ Trực tuyến FPT,Truyền thông và giải trí,UPCoM,18471275
448,FOX,CTCP Viễn thông FPT,Dịch vụ viễn thông,UPCoM,492509164
449,FPT,CTCP FPT,Phần mềm và dịch vụ,HOSE,1471069183
450,FRC,CTCP Lâm đặc sản Xuất khẩu Quảng Nam,Nguyên vật liệu,UPCoM,3000000
451,FRM,CTCP Lâm Nghiệp Sài Gòn,Nguyên vật liệu,UPCoM,11700000
452,FRT,CTCP Bán lẻ Kỹ thuật số FPT,Phân phối và bán lẻ hàng lâu bền,HOSE,136242389
453,FSO,CTCP Cơ khí đóng tàu Thủy sản Việt Nam,Nguyên vật liệu,UPCoM,5624966
454,FT1,CTCP Phụ tùng Máy số 1,Xe và linh kiện,UPCoM,7079853
455,FTI,CTCP Công nghiệp - Thương mại Hữu Nghị,Hàng tiêu dùng và trang trí,UPCoM,3943710
456,FTM,CTCP Đầu tư và Phát triển Đức Quân,Hàng tiêu dùng và trang trí,UPCoM,50000000
457,FTS,CTCP Chứng khoán FPT,Dịch vụ tài chính,HOSE,305919366
458,FUCTVGF3,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,Dịch vụ tài chính,HOSE,19900800
459,FUCTVGF4,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,Dịch vụ tài chính,HOSE,20060000
460,FUCTVGF5,Quỹ đầu tư tăng trưởng Thiên Việt 5,Dịch vụ tài chính,HOSE,17280000
461,FUCVREIT,Quỹ đầu tư Bất động sản Techcom Việt Nam,Dịch vụ tài chính,HOSE,5000000
462,FUEABVND,Chứng chỉ Quỹ ETF ABFVN DIAMOND,Dịch vụ tài chính,HOSE,8500000
463,FUEBFVND,Chứng chỉ Quỹ ETF BVFVN DIAMOND,Dịch vụ tài chính,HOSE,3800000
464,FUEDCMID,Chứng chỉ Quỹ ETF DCVFMVNMIDCAP,Dịch vụ tài chính,HOSE,28400000
465,FUEFCV50,Chứng chỉ Quỹ ETF FPT CAPITAL VNX50,Dịch vụ tài chính,HOSE,5600000
466,FUEIP100,Chứng chỉ Quỹ ETF IPAAM VN100,Dịch vụ tài chính,HOSE,5300000
467,FUEKIV30,Chứng chỉ Quỹ ETF KIM GROWTH VN30,Dịch vụ tài chính,HOSE,207700000
468,FUEKIVFS,Chứng chỉ Quỹ ETF Kim Growth VNFINSELECT,Dịch vụ tài chính,HOSE,21900000
469,FUEKIVND,Chứng chỉ Quỹ ETF KIM GROWTH VN DIAMOND,Dịch vụ tài chính,HOSE,7800000
470,FUEMAV30,Quỹ ETF MAFM VN30,Dịch vụ tài chính,HOSE,48700000
471,FUEMAVND,Chứng chỉ Quỹ ETF MAFM VNDIAMOND,Dịch vụ tài chính,HOSE,22500000
472,FUESSV30,Quỹ ETF SSIAM VN30,Dịch vụ tài chính,HOSE,9200000
473,FUESSV50,Quỹ ETF SSIAM VNX50,Dịch vụ tài chính,HOSE,6100000
474,FUESSVFL,Quỹ ETF SSIAM VNFIN LEAD,Dịch vụ tài chính,HOSE,19200000
475,FUETCC50,Chứng chỉ Quỹ ETF TECHCOM CAPITAL VNX50,Dịch vụ tài chính,HOSE,6300000
476,FUEVFVND,Quỹ ETF DCVFMVN DIAMOND,Dịch vụ tài chính,HOSE,340500000
477,FUEVN100,Quỹ ETF VINACAPITAL VN100,Dịch vụ tài chính,HOSE,29100000
478,G20,CTCP Đầu tư Dệt may Vĩnh Phúc,Hàng tiêu dùng và trang trí,UPCoM,14400000
479,G36,Tổng Công ty 36 - CTCP,Tư liệu sản xuất,UPCoM,103745067
480,GAB,CTCP Đầu tư Khai Khoáng và Quản lý Tài sản FLC,Nguyên vật liệu,UPCoM,14903987
481,GAS,Tổng Công ty Khí Việt Nam - CTCP,Dịch vụ tiện ích,HOSE,2342672919
482,GCB,CTCP Petec Bình Định,Nguyên vật liệu,UPCoM,4039147
483,GCF,CTCP Thực phẩm G.C,"Thực phẩm, đồ uống và thuốc lá",UPCoM,32179999
484,GDA,CTCP Tôn Đông Á,Nguyên vật liệu,UPCoM,114691510
485,GDT,CTCP Chế biến Gỗ Đức Thành,Hàng tiêu dùng và trang trí,HOSE,23883557
486,GDW,CTCP Cấp nước Gia Định,Dịch vụ tiện ích,HNX,9500000
487,GEE,CTCP Điện lực Gelex,Tư liệu sản xuất,HOSE,305000000
488,GEG,CTCP Điện Gia Lai,Dịch vụ tiện ích,HOSE,358308371
489,GER,CTCP Thể thao Ngôi sao Geru,Xe và linh kiện,UPCoM,2200000
490,GEX,CTCP Tập đoàn GELEX,Tư liệu sản xuất,HOSE,859429793
491,GGG,CTCP Ô tô Giải Phóng,Xe và linh kiện,UPCoM,29388589
492,GH3,CTCP Công trình Giao thông Hà Nội,Tư liệu sản xuất,UPCoM,11500000
493,GHC,CTCP Thủy điện Gia Lai,Dịch vụ tiện ích,UPCoM,47662500
494,GIC,CTCP VSC Green Logistics,Vận tải,HNX,12120000
495,GIL,CTCP Sản xuất Kinh doanh và Xuất nhập khẩu Bình Thạnh,Hàng tiêu dùng và trang trí,HOSE,101600066
496,GKM,CTCP GKM Holdings,Nguyên vật liệu,HNX,31434237
497,GLC,CTCP Vàng Lào Cai,Nguyên vật liệu,UPCoM,10500000
498,GLT,CTCP Kỹ thuật Điện Toàn cầu,Dịch vụ viễn thông,HNX,10456092
499,GLW,CTCP Cấp thoát nước Gia Lai,Dịch vụ tiện ích,UPCoM,18000000
500,GMA,CTCP G-Automobile,Phân phối và bán lẻ hàng lâu bền,HNX,19999999
501,GMC,CTCP Garmex Sài Gòn,Hàng tiêu dùng và trang trí,UPCoM,33000259
502,GMD,CTCP Gemadept,Vận tải,HOSE,420192309
503,GMH,CTCP Minh Hưng Quảng Trị,Nguyên vật liệu,HOSE,16500000
504,GMX,CTCP Gạch ngói Gốm Xây dựng Mỹ Xuân,Nguyên vật liệu,HNX,9040697
505,GND,CTCP Gạch ngói Đồng Nai,Nguyên vật liệu,UPCoM,9000000
506,GPC,CTCP Tập đoàn Green+,Phân phối và bán lẻ hàng lâu bền,UPCoM,54072143
